"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7459677419355","37.7176015473888","45.6338028169014","16.4634146341463","30.5970149253731","41.2462908011869","64.1666666666667","56.9620253164557","54.5731707317073","49.8293515358362","46.7836257309942","44.5086705202312","31.6151202749141","26.9113149847095","22.2543352601156","23.0024213075061","21.6867469879518","22.5","19.7343453510436","15.2224824355972","15.5555555555556","20.3426124197002","26.2867647058823","25.1908396946565","29.6934865900383","","","","","","",
"American Samoa","ASM","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","33.872244205766","34.2838484980409","35.690979896853","35.5822734499205","36.2709945272693","36.8881743479814","38.6468873263591","38.5682980277575","38.0934091258258","37.938869750055","38.5935183223893","37.7580915178571","39.9568762212789","38.4986051230028","44.5487741262389","45.4332683198663","46.0963272487354","47.6545352457761","46.5278141190015","46.5244705643936","48.858469575312","50.4123065052804","51.8695306284805","52.106254336406","51.7783331731231","52.7367703838292","52.3564463705309","53.3341959972395","53.7516090188099","54.8307184145334","55.0032726292688","55.6670624736661","55.7395601493832","55.457249070632","55.2520549938168","55.412651130191","56.0978907517577","56.1390776538893","58.8048177887585","59.0585659551177","58.8527039139528","59.9184822449638","62.6973439156471","60.8654990647849","61.3200600027274","62.1020649602065","62.5149065853982","62.6842173183637","62.0592383638928","63.3175092167062","62.9229347435437","61.5513680949923","60.9031491384433","59.3782626853205","58.3578575632725","","","","","","",
"Austria","AUT","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","17.7244327523841","20.8482871125612","20.1856843366277","19.5551939245999","19.6656050955414","17.0293797606094","17.548596112311","17.496029645315","17.0743760810477","18.0209545983702","20.4476969436074","24.3621399176955","24.1071428571429","23.1040892193309","21.8896713615023","22.5747776879547","26.0289210233593","22.6422447388932","22.9077353215284","22.6475849731664","21.6047110783953","24.9854510184287","23.2067510548523","23.8307349665924","25.1177394034537","24.9050151975684","25.0048421460391","25.7731958762887","24.9950327836281","26.5780071456927","35.3589196872779","34.3093465674111","31.4804821010973","31.6129032258065","34.0448239060832","34.7205907031381","33.5492023377034","34.7464405695089","33.01124663393","32.4930883070418","31.6793276224341","32.3520531400966","32.5388601036269","33.2143837496569","33.5316387236344","34.2454728370221","34.0150250417362","34.4415659182499","34.1950308774953","31.8153266331658","35.3283821173729","36.4480383348308","34.9921752738654","33.5357309668379","32.5765054294176","","","","","","",
"Azerbaijan","AZE","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7705255283336","43.1783243658724","54.2197076850542","59.8661311914324","50.7664562669071","47.6823238566131","54.6932742054693","54.3792840822544","60.4952380952381","61.7624223602485","59.7435897435897","58.6140147115757","54.8020384163073","58.5190510424155","57.2262773722628","56.7735263702172","57.7067029601905","54.4398651180217","48.4722222222222","47.1044045676998","42.4989375265618","44.0620272314675","48.3904465212876","46.6893039049236","46.1838259175057","","","","","","",
"Burundi","BDI","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","32.3855201553043","31.4210766423358","30.2504208754209","29.2514431721397","31.437933693138","29.1996233521657","30.1539064797569","29.4865525672372","27.68723840057","26.8898949346545","25.0041438753522","27.2642469470828","28.0978813228051","29.1084047511652","32.329792924276","28.5974025974026","30.9976723653584","31.2961011591149","30.9144588610054","31.8061540787783","33.808764940239","34.6344431887334","33.5081906865452","32.2722722722723","30.7737627651218","26.7954432887568","25.138285262742","26.2981243830207","27.614331488494","28.4071305347901","29.7976470588235","28.9938694554634","28.7245739417262","29.1514981797816","29.8883430102724","29.7142345247693","28.3109322831949","27.6477832512315","28.4436032005506","26.5103056147832","27.3804300131637","25.5363683935113","27.4046511627907","27.1966527196653","26.9493967224923","27.9921700223714","28.320368769807","29.3864046520955","26.7154973014649","26.1576711903035","27.5083056478405","27.8572954496902","27.6581865622962","25.406852248394","25.8470695970696","","","","","","",
"Benin","BEN","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","0","0","4.8780487804878","2.38095238095238","2.17391304347826","3.57142857142857","3.03030303030303","2.63157894736842","2.63157894736842","5.12820512820513","3.33333333333333","5.55555555555556","16.6666666666667","10.5263157894737","6.38297872340426","7.31707317073171","8.33333333333333","5.55555555555556","7.14285714285714","11.5384615384615","15","14.2857142857143","14.2857142857143","13.6363636363636","13.6363636363636","3.2967032967033","4.31034482758621","4.13223140495868","3.73134328358209","4.22535211267606","3.46820809248555","3.46534653465347","2.63157894736842","2.46913580246914","2.98507462686567","3.39506172839506","3.95778364116095","4.17754569190601","2.14797136038186","2.41758241758242","2.35042735042735","2.44897959183673","2.29445506692161","2.26480836236934","","","","","","",
"Burkina Faso","BFA","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","27.7777777777778","27.7777777777778","34.0175953079179","28.0205655526992","23.1292517006803","22.8632478632479","25.2083333333333","27.3603082851638","27.3684210526316","26.5957446808511","26.2166405023548","28.9244186046512","30.4821150855365","33.1768388106416","39.0909090909091","40.6103286384977","39.3617021276596","43.2377049180328","40.0381315538608","38.9667250437828","42.7906976744186","44.2930153321976","46.2770216172938","45.2858203414996","40.7766990291262","40.3119376124775","38.2604055496265","41.1702688455456","44.7381799694967","43.0276981852913","43.1561996779388","43.4061793519216","41.7056495142137","45.8795829128826","46.2284820031299","48.3375959079284","48.4718498659517","48.3728896501101","48.6032250738133","48.6459378134403","47.4474474474475","49.2670157068063","52.1140939597315","52.8023125100369","","","","","","",
"Bulgaria","BGR","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","34.7587719298246","36.0352155434123","35.1933864777089","37.1129524640209","37.6432078559738","38.0737704918033","42.0352817272249","47.5515626977097","47.1188913202042","45.679012345679","46.1699765634637","47.2074468085106","46.3222632226322","46.1083123425693","47.7441323118083","50.9316023560524","51.6083086053413","51.7552296225054","51.622668927101","64.744535335926","67.903197314962","69.4141563481796","69.7119794533113","66.980226531004","67.2165339400834","67.2245204964272","58.2066276803119","59.2207262341901","62.3373605947955","62.8821995733586","65.4674661336887","62.8853847964227","63.3854055210785","62.9475982532751","62.1290322580645","61.2381951731375","63.7968229064522","66.4125283329899","69.0566037735849","70.045045045045","72.4243040032514","69.7412823397075","68.9120488052872","69.0481841917873","","","","","","",
"Bahrain","BHR","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","77.5086505190311","75.7575757575758","61.1241217798595","52.8712871287129","51.2428298279159","52.4647887323944","55.3968253968254","56.437125748503","58.8235294117647","62.0165745856354","60.0515463917526","57.1253071253071","58.5106382978723","89.1454965357968","89.3406593406593","90.3787103377687","89.9168399168399","89.9209486166008","89.5711500974659","89.0449438202247","88.5214007782101","89.3267651888342","89.6684656900539","89.6084337349398","89.2936802973978","89.3541518807665","88.5634588563459","88.3268482490273","88.9538661468486","88.6994949494949","88.3180428134557","87.6672484002327","87.31843575419","85.9955005624297","85.8949416342412","86.5771812080537","85.7830271216098","85.5343356359204","85.3698406211688","84.0250587314017","84.4739929605006","85.2817171330012","81.2234794908062","80.4648029639609","","","","","","",
"Bahamas, The","BHS","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.75","40.6148113646949","43.3145009416196","44.8017950635752","22.1498371335505","24.0853658536585","50.8474576271186","69.3586698337292","74.4600938967136","75.0240153698367","65.0874635568513","65.037037037037","67.2995780590717","71.340206185567","67.741935483871","66.7717528373266","68.2884945621065","67.7524429967427","67.0454545454545","69.5695200395844","67.7403611517814","70.8547008547009","70.0230946882217","70.9902370990237","70.7215541165587","","","","","","",
"Belarus","BLR","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3121618914045","61.0435505664692","62.9621098698606","61.393497013935","66.052179346977","64.436248682824","62.8956927867151","65.2002062210002","63.9012257949902","64.9038461538462","65.8222989829207","67.4459724950884","66.8373375344624","66.1864901693595","67.4072713918472","65.5335393564806","64.1970994233793","62.5089734386217","61.2594113620808","61.5811125022357","62.1282993651854","58.6158440189707","57.2689511941849","56.1298076923077","57.1652446456556","","","","","","",
"Belize","BLZ","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","17.8899082568807","17.0833333333333","17.7865612648221","16.7883211678832","15.8385093167702","15.2974504249292","16.8","16.953316953317","20.1474201474201","23.5154394299287","27.1523178807947","28.1314168377823","21.2550607287449","25.0544662309368","24.8259860788863","27.9518072289157","29.1954022988506","26.9953051643192","27.9661016949153","29.3203883495146","27.852998065764","30.6839186691312","27.886323268206","29.5081967213115","31.0595065312047","26.8933539412674","26.9645608628659","28.8184438040346","24.0061162079511","26.056338028169","24.0822320117474","24.8951048951049","27.1099744245524","24.7652582159624","27.0121278941566","25.7345491388045","26.1353104726599","25.6388415672913","26.6129032258064","27.2262773722628","26.8997982515131","25.2241482367005","24.6008279124778","24.6448087431694","","","","","","",
"Brazil","BRA","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","14.4882790165809","12.3356819854874","12.0035698348951","11.3884555382215","11.1754264104345","10.5976931142957","11.0339663739705","12.2696320359843","11.7851668435326","12.0803768409755","13.44","13.0593431918571","13.7528665857278","15.4929577464789","15.2068126520681","17.9362444915012","16.9500975745749","16.2784324472458","15.2616751544046","15.1967435549525","14.651880525187","15.2112819988759","14.8299655002464","14.1872623574144","13.7888635165993","13.7344988818866","14.4693311024071","14.3432626210363","16.2172793591761","17.11539119428","18.2922340817078","16.7426884894017","17.140902872777","17.9746263356684","18.6247987117552","18.5014170620641","17.4250697730858","19.6728851073615","17.6860472285591","18.6543599708526","16.1631458713006","19.3633952254642","23.4817096138081","26.3098189151716","","","","","","",
"Barbados","BRB","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","57.5","61.5384615384615","77.9411764705882","84.2105263157895","86.5248226950355","87.5675675675676","88.9447236180904","87.7005347593583","85.7142857142857","81.4393939393939","83.3976833976834","81.1808118081181","80.0687285223368","81.5699658703071","79.6610169491525","79.9319727891156","79.5986622073578","78.594249201278","77.491961414791","77.9141104294479","77.2189349112426","75.6983240223464","76.4248704663213","76.3285024154589","77.1111111111111","76.0084925690021","76.0314341846758","75.1740139211137","75.1789976133652","77.1493212669683","76.3341067285383","75.4587155963303","78.6666666666667","76.8292682926829","76.9709543568465","58.3911234396671","54.9707602339181","54.4321329639889","68.9098250336474","75.2186588921283","73.6091298145506","71.4490674318508","72.4087591240876","72.089552238806","","","","","","",
"Bhutan","BTN","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","45.6521739130435","47.9166666666667","45.3900709219858","40","40.6666666666667","43.9306358381503","43.5754189944134","49.7674418604651","49.3670886075949","54.0925266903915","51.6483516483517","50","50.4615384615385","53.5714285714286","54.858934169279","45.2054794520548","45.6026058631922","35.8695652173913","43.0051813471503","41.1910669975186","32.0413436692506","32.5062034739454","35.2941176470588","40.5541561712846","39.2523364485981","31.2958435207824","25","23.9179954441913","33.1210191082803","17.4311926605505","27.8645833333333","42.1267893660532","44.2748091603053","54.5058139534884","","","","","","",
"Central African Republic","CAF","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","13.1321239364264","14.1289580938447","15.9945184025059","17.2602865963231","17.9888941500581","19.2210703278229","19.7361356140216","20.5456126367655","22.0494485108105","22.1995860820075","22.2145245338715","23.3985006614729","22.9131151664198","22.8692387570892","21.4997663915278","23.2156592313609","23.289818574292","24.6812113966926","25.0620285827709","24.488279564738","25.3428713551413","25.5854379299213","28.0660805518815","29.754334116157","31.0271366979457","30.5731190167847","29.9263638249326","31.605093935191","32.9059328192025","33.4599814550965","32.9018878718535","33.5859564164649","34.2266588373459","32.4669187145558","32.3813868613139","32.8172684947985","32.1053541333564","33.6970152997241","36.2298803136608","35.8198394889522","36.6197183098592","38.197408011957","37.6416836784291","38.0503968848285","36.486152559448","37.7289377289377","37.663130580783","38.7440673090752","39.6334162291609","39.5487375163042","39.8706855567177","38.8201481813262","39.3075204765451","39.3508832572271","38.7292718096611","","","","","","",
"Central Europe and the Baltics","CEB","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","42.2718222781096","44.3875244839536","43.9365229748934","44.5391931780912","45.5517459171704","44.8699679372996","45.9862904067643","47.211418135083","48.9380444357444","48.8440009734729","47.7213695395514","39.5702575949455","41.0386054329556","41.6918901993529","42.7412866064701","41.8699236492493","42.7535646250649","43.1147069240305","44.5472356386267","43.531747656282","43.6944757495457","45.0166759603144","45.3788622641904","46.6376466658316","47.1065135515122","47.5499165950564","47.6499782496935","46.7385869774239","46.4385325037546","48.4924243187935","54.1297799560933","55.0334752150395","58.8504339683797","57.851983334566","56.8728871717968","55.2300832417548","55.0959357567584","54.4064554540733","55.6730795175521","55.5438165672025","55.9595375722543","56.4475365611245","55.4902755267423","56.0788275508933","54.7403796747629","54.1124697100521","53.8452088452089","54.6208562973421","53.7069971655644","53.4595906625513","53.8250616945435","54.9665525262595","54.0620628450234","53.3837051376118","52.3999093763149","","","","","","",
"Switzerland","CHE","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","2.84598214285714","2.710027100271","2.71557884707003","2.27531285551763","2.17649386624456","2.31447465099192","2.64414248990084","2.96400846859562","3.46518470088264","3.4678624813154","4.45103857566766","5.16576715497301","5.68961137922276","5.23621131021643","5.09223174850611","5.38922155688623","5.26315789473684","4.79733196511031","4.63840399002494","4.86542443064182","3.21019108280255","3.08775731310943","3.26367019753793","2.9441884280594","2.90607161390763","2.82567049808429","2.97647623619779","3.04923769057736","2.73457099849473","2.58489609731374","6.05986261040236","6.86161639419756","7.15432240311855","6.68912415784408","7.30864197530864","6.82421027248613","6.89083589865025","7.55587949465501","8.46622889305816","7.91986955508968","7.74916547448736","7.83952040581047","8.34329428639732","8.10748204771832","8.92774965485504","9.08883826879271","9.3836246550138","9.0055381651818","8.97674418604651","8.58513189448441","8.67749419953596","9.1304347826087","8.71174728529121","8.76052948255114","9.30047694753577","","","","","","",
"Channel Islands","CHI","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","30.0047551117451","27.2286821705426","26.55","26.2944162436548","27.2355347749854","28.1721632196758","27.5843599357258","27.5025799793602","30.5043646944714","29.8130841121495","29.1216533583842","27.4755168661589","27.3014203051026","28.5502226620485","27.1661569826707","24.7774480712166","24.3414634146341","27.5","32.4","36.0516479782535","29.5116772823779","24.2808219178082","23.1266149870801","27.0962047661077","27.1991365353481","32.4242424242424","31.8899231080534","37.1805111821086","40.2318510072216","34.0464924912569","31.3759108444063","33.2208394853406","35.3497942386831","39.133695855991","38.257993384785","37.4775422206252","41.8014589280051","43.3619004660953","42.0003115750117","40.0349905233999","43.1208499335989","47.8632478632479","46.8845262772832","43.0154333201425","","","","","","",
"China","CHN","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","17.3718548521476","17.6876721555986","18.469229522994","17.9902461154588","18.5749400071894","18.5372911416037","18.4684387573379","21.803058799516","23.30138811294","26.2047221000147","25.9381841501979","25.59271548949","25.38182846676","25.301301573378","27.5544538011552","28.1934125080442","29.1940771500382","30.3852081685628","33.1341412043613","34.9403161941097","36.316210593695","38.4695626257358","40.1291230893001","41.876024875468","41.0674453080621","46.3171418722951","45.6911855776509","46.9891888828512","49.4044745444765","51.0384939407686","51.2255219415919","52.6240242472765","53.7583094393257","50.2946518155378","50.2251735226545","51.5779112716646","51.3348390757153","50.1620644989468","50.365986783771","51.5682394690576","52.3909037212049","52.5268038283395","53.1564628729052","52.2530087069823","","","","","","",
"Cote d'Ivoire","CIV","CO2 emissions from electricity and heat production, total (% of total fuel combustion)","EN.CO2.ETOT.ZS","","","","","","","","","","","","22.5","20.7547169811321","29.1512915129151","24.9110320284697","22.6973684210526","27.5862068965517","33.7243401759531","36.6834170854271","31.2328767123288","19.4690265486726","13.7123745819398","16.8918918918919","32.8877005347594","44.9101796407186","32.7868852459016","33.1168831168831","32.7868852459016","29.4117647058823","23.2081911262799","22.2222222222222","22.5806451612903","24.9097472924188","30.7432432432432","34.3042071197411","31.2883435582822","38.5012919896641","44.5606694560669","51.1387163561077","37.3692077727952","37.4407582938389","39.297124600639","41.3793103448276","42.3300970873786","42.9889298892989","53.8726333907057","41.563055062167","44.1441441441441","44.6540880503145","42.5675675675676","46.8599033816425","47.7815699658703","46.1928934010152","41.7824074074074","42.0320855614973","","","","","","",
